Group tours search,Local,wordpress,class,,Group tours filters by country + class local,Group tours filters by country + class wp,
Zimbabwe/Victoria Falls Airport/Deluxe,VFAPKTHISSAZAMDR1,VFAPKTHISSAZAMDR1,,,destination level search returns 2 results,,
Zimbabwe/Victoria Falls Airport/Deluxe,VFAPKTHISSAZAMDR2,VFAPKTHISSAZAMDR2,,country level search returns all 2 results locally,country level search returns all 2 results,,
Zimbabwe/Victoria Falls Airport/Deluxe,VFAPKTVT001FC3NT1,VFAPKTVT001FC3NT1,,,,,
Zimbabwe/Victoria Falls Airport/Deluxe,VFAPKTVT001FC3NT3,VFAPKTVT001FC3NT3,,,,,
Zimbabwe/Victoria Falls Airport/Deluxe,VFAPKTVT001FC3NT5,VFAPKTVT001FC3NT5,,,country level search returns all 42 results locally,,
Zimbabwe/Victoria Falls Airport/Deluxe,VFAPKTVT001FE2NSL,VFAPKTVT001FE2NSL,,,,,
Zimbabwe/Victoria Falls Airport/Deluxe,VFAPKTVT001FE2NT3,VFAPKTVT001FE2NT3,,,,,
Zimbabwe/Victoria Falls Airport/Deluxe,VFAPKTVT001FE3NT2,VFAPKTVT001FE3NT2,,,,,
Zimbabwe/Victoria Falls Airport/Deluxe,VFAPKTVT001FE3NT3,VFAPKTVT001FE3NT3,,,,,
Zimbabwe/Victoria Falls Airport/Deluxe,VFAPKTVT001FE3NT6,VFAPKTVT001FE3NT6,,,,,
Zimbabwe/Victoria Falls Airport/Deluxe,VFAPKTVT001FSD2NW,VFAPKTVT001FSD2NW,,,,,
Zimbabwe/Victoria Falls Airport/Deluxe,VFAPKTVT001FSD3NS,VFAPKTVT001FSD3NS,,,,,
Zimbabwe/Victoria Falls Airport/Deluxe,VFAPKTVT001FSD3NW,VFAPKTVT001FSD3NW,,,,,
Zimbabwe/Victoria Falls Airport/Deluxe,VFAPKTVT001FSD3WS,VFAPKTVT001FSD3WS,,,,,
,,,,,,,
Zimbabwe/Victoria Falls Airport/Standard,VFAPKTHISSAVFCH01,VFAPKTHISSAVFCH01,,,,,
Zimbabwe/Victoria Falls Airport/Standard,VFAPKTHISSAVFCHD1,VFAPKTHISSAVFCHD1,,,,,
Zimbabwe/Victoria Falls Airport/Standard,VFAPKTHISSAVFCHO5,VFAPKTHISSAVFCHO5,,,,,
Zimbabwe/Victoria Falls Airport/Standard,VFAPKTVT001FC3NT2,VFAPKTVT001FC3NT2,,,,,
Zimbabwe/Victoria Falls Airport/Standard,VFAPKTVT001FE2NT1,VFAPKTVT001FE2NT1,,,,,
,0,VFAPKTVT001FE3NT1,,,,,
,,,,,,,
Zimbabwe/Victoria Falls Airport/Luxury,0,VFAPKTHISSAFETST,"Test product..,",,,,
Zimbabwe/Victoria Falls Airport/Luxury,VFAPKTHISSAVFCHD4,VFAPKTHISSAVFCHD4,,,,,
Zimbabwe/Victoria Falls Airport/Luxury,VFAPKTHISSAVFCHO7,VFAPKTHISSAVFCHO7,,,,,
Zimbabwe/Victoria Falls Airport/Luxury,VFAPKTHISSAVFCRU3,VFAPKTHISSAVFCRU3,,,,,
Zimbabwe/Victoria Falls Airport/Luxury,VFAPKTHISSAZAMDR3,VFAPKTHISSAZAMDR3,,,,,
Zimbabwe/Victoria Falls Airport/Luxury,VFAPKTHISSAZAMDR4,VFAPKTHISSAZAMDR4,,,,,
Zimbabwe/Victoria Falls Airport/Luxury,VFAPKTVT001FC3NT4,VFAPKTVT001FC3NT4,,,,,
Zimbabwe/Victoria Falls Airport/Luxury,VFAPKTVT001FC3NT6,VFAPKTVT001FC3NT6,,,,,
Zimbabwe/Victoria Falls Airport/Luxury,VFAPKTVT001FC3NT7,VFAPKTVT001FC3NT7,,,,,
Zimbabwe/Victoria Falls Airport/Luxury,VFAPKTVT001FE2NT4,VFAPKTVT001FE2NT4,,,,,
Zimbabwe/Victoria Falls Airport/Luxury,0,VFAPKTVT001FE2NT7,,,,,
Zimbabwe/Victoria Falls Airport/Luxury,VFAPKTVT001FE2NT8,VFAPKTVT001FE2NT8,,,,,
Zimbabwe/Victoria Falls Airport/Luxury,VFAPKTVT001FE3NT5,VFAPKTVT001FE3NT5,,,,,
Zimbabwe/Victoria Falls Airport/Luxury,VFAPKTVT001FE3NT7,VFAPKTVT001FE3NT7,,,,,
Zimbabwe/Victoria Falls Airport/Luxury,VFAPKTVT001FE3NT8,VFAPKTVT001FE3NT8,,,,,
,TEST PRODUCT FILTERED,VFAPKTVT001FEVHPC,TEST PRODUCT,,,,
,VFAPKTVT001FSD3CL,VFAPKTVT001FSD3CL,,,,,
,VFAPKTVT001FSD3CS,VFAPKTVT001FSD3CS,,,,,
,VFAPKTVT001FE3NT1,0,,,,,
,,,,,,,
RAIL,,,,,,,
South Africa/Cape Town Rail Station/Luxury,CPTRLROV001CTPPUL,CPTRLROV001CTPPUL,Get Quote but has availability,,,,
South Africa/Cape Town Rail Station/Luxury,CPTRLROV001CTPRRO,CPTRLROV001CTPRRO,Get Quote but has availability,,,,
South Africa/Cape Town Rail Station/Luxury,CPTRLROV001RRCTPR,CPTRLROV001RRCTPR,Get Quote but has availability,,,,
,,,,,,,
South Africa/Pretoria Rail Station/Luxury,PRYRLROV001PRCPPM,PRYRLROV001PRCPPM,,,,,
South Africa/Pretoria Rail Station/Luxury,PRYRLROV001PRCPRY,PRYRLROV001PRCPRY,,,,,
South Africa/Pretoria Rail Station/Luxury,PRYRLROV001ROV004,PRYRLROV001ROV004,,,,,
,,,,,South Africa ONLY search local = 6,South Africa ONLY search wp = 6 ,
Zimbabwe/Victoria Falls Routes/Luxury,VFARLROV001VFPRDX,VFARLROV001VFPRDX,,South Africa + Pretoria = 3,South Africa + Cape Town Rail (local) = 6,South Africa + Cape Town Rail WP = 6,
Zimbabwe/Victoria Falls Routes/Luxury,VFARLROV001VFPRRY,VFARLROV001VFPRRY,,,CPTRLROV001CTPPUL,CPTRLROV001CTPPUL,
Zimbabwe/Victoria Falls Routes/Luxury,VFARLROV001VFPYPM,VFARLROV001VFPYPM,,,CPTRLROV001CTPRRO,CPTRLROV001CTPRRO,
,,,,,CPTRLROV001RRCTPR,CPTRLROV001RRCTPR,
,,,,,PRYRLROV001PRCPPM,0,
,,,,,PRYRLROV001PRCPRY,0,
,,,,,PRYRLROV001ROV004,0,
